"dist","bird","date","release"
16.1116794132914,"Briar",2022-12-19,"October"
13.7966855820472,"Briar",2022-12-20,"October"
11.4760059702664,"Briar",2022-12-21,"October"
14.2996254795678,"Briar",2022-12-22,"October"
11.7688816234761,"Briar",2022-12-23,"October"
13.6140866711044,"Briar",2022-12-24,"October"
9.11619919914985,"Briar",2022-12-25,"October"
9.60192010662874,"Briar",2022-12-26,"October"
8.36538146406373,"Briar",2022-12-27,"October"
5.93280426864945,"Briar",2022-12-28,"October"
11.462691433006,"Briar",2022-12-29,"October"
10.348741281933,"Briar",2022-12-30,"October"
9.70065086590967,"Briar",2022-12-31,"October"
8.93526720901964,"Briar",2023-01-01,"October"
15.6157388557485,"Briar",2023-01-02,"October"
9.90962880418985,"Briar",2023-01-03,"October"
10.2701321382413,"Briar",2023-01-04,"October"
11.9228121847077,"Briar",2023-01-05,"October"
17.8692710130157,"Briar",2023-01-06,"October"
13.2971589211237,"Briar",2023-01-07,"October"
10.212129476798,"Briar",2023-01-08,"October"
15.2756703957166,"Briar",2023-01-09,"October"
12.1669774301894,"Briar",2023-01-10,"October"
10.6844555891724,"Briar",2023-01-11,"October"
9.62979850112934,"Briar",2023-01-12,"October"
12.5789474507944,"Briar",2023-01-13,"October"
9.06488498439185,"Briar",2023-01-14,"October"
13.3287264914884,"Briar",2023-01-15,"October"
12.1473112200636,"Briar",2023-01-16,"October"
10.7301792403753,"Briar",2023-01-17,"October"
9.47572146852797,"Briar",2023-01-18,"October"
9.30580005353276,"Briar",2023-01-19,"October"
13.9001103571724,"Briar",2023-01-20,"October"
14.370955487748,"Briar",2023-01-21,"October"
11.0596978876963,"Briar",2023-01-22,"October"
11.841754385101,"Briar",2023-01-23,"October"
8.49874241098498,"Briar",2023-01-24,"October"
9.25815413019159,"Briar",2023-01-25,"October"
12.3088885567244,"Briar",2023-01-26,"October"
10.5294256758629,"Briar",2023-01-27,"October"
8.52240065661528,"Briar",2023-01-28,"October"
7.41651967488279,"Briar",2023-01-29,"October"
10.2566270023465,"Briar",2023-01-30,"October"
7.64850591270556,"Briar",2023-01-31,"October"
12.4889191733019,"Briar",2023-02-01,"October"
9.24479768478711,"Briar",2023-02-02,"October"
11.5558955018496,"Briar",2023-02-03,"October"
14.4782004508531,"Briar",2023-02-04,"October"
10.6079271945071,"Briar",2023-02-05,"October"
12.4225580432166,"Briar",2023-02-06,"October"
8.19549426205922,"Briar",2023-02-07,"October"
10.4738968068654,"Briar",2023-02-08,"October"
7.10182126619692,"Briar",2023-02-09,"October"
7.65106783093376,"Briar",2023-02-10,"October"
9.1933621987676,"Briar",2023-02-11,"October"
8.22271003842179,"Briar",2023-02-12,"October"
11.9789221056368,"Briar",2023-02-13,"October"
10.4906053043277,"Briar",2023-02-14,"October"
6.06334521826425,"Briar",2023-02-15,"October"
6.86401810720894,"Briar",2023-02-16,"October"
7.46082414946244,"Briar",2023-02-17,"October"
8.79631210295344,"Briar",2023-02-18,"October"
9.0084984702098,"Briar",2023-02-19,"October"
9.52930506058836,"Briar",2023-02-20,"October"
10.4054609832722,"Briar",2023-02-21,"October"
11.5053316429837,"Briar",2023-02-22,"October"
7.59229190938809,"Briar",2023-02-23,"October"
7.13455368338338,"Briar",2023-02-24,"October"
7.62658513901244,"Briar",2023-02-25,"October"
7.57843557795623,"Briar",2023-02-26,"October"
7.18436499411532,"Briar",2023-02-27,"October"
9.13411476558922,"Briar",2023-02-28,"October"
6.94705249920248,"Briar",2023-03-01,"October"
7.90626757770462,"Briar",2023-03-02,"October"
8.12243398469563,"Briar",2023-03-03,"October"
6.59554832566405,"Briar",2023-03-04,"October"
7.7856463905125,"Briar",2023-03-05,"October"
9.52544630401402,"Briar",2023-03-06,"October"
9.61729478863575,"Briar",2023-03-07,"October"
11.7610346989581,"Briar",2023-03-08,"October"
10.3897769501916,"Briar",2023-03-09,"October"
10.8487175913465,"Briar",2023-03-10,"October"
1.52131597635244,"Briar",2023-03-11,"October"
0.583224062889566,"Sage",2022-12-14,"December"
5.97968814145861,"Sage",2022-12-15,"December"
17.5389699366432,"Sage",2022-12-16,"December"
13.099536839855,"Sage",2022-12-17,"December"
20.3435920712404,"Sage",2022-12-18,"December"
13.7442230615669,"Sage",2022-12-19,"December"
9.08056716624819,"Sage",2022-12-20,"December"
9.29562699047983,"Sage",2022-12-21,"December"
6.06333523599261,"Sage",2022-12-22,"December"
9.27544588585634,"Sage",2022-12-23,"December"
12.1017780401843,"Sage",2022-12-24,"December"
8.62675063025893,"Sage",2022-12-25,"December"
8.76459987999607,"Sage",2022-12-26,"December"
7.5865670968862,"Sage",2022-12-27,"December"
5.46632363336815,"Sage",2022-12-28,"December"
6.38858407310534,"Sage",2022-12-29,"December"
7.24083296089874,"Sage",2022-12-30,"December"
9.06802489495055,"Sage",2022-12-31,"December"
10.2560807835344,"Sage",2023-01-01,"December"
8.82972887077133,"Sage",2023-01-02,"December"
7.55337289961264,"Sage",2023-01-03,"December"
6.21471593351414,"Sage",2023-01-04,"December"
12.1311958815942,"Sage",2023-01-05,"December"
13.8082078039192,"Sage",2023-01-06,"December"
8.50169586027828,"Sage",2023-01-07,"December"
8.26982849076945,"Sage",2023-01-08,"December"
8.1005809623996,"Sage",2023-01-09,"December"
10.9355731649515,"Sage",2023-01-10,"December"
8.52570371297089,"Sage",2023-01-11,"December"
9.16501235670213,"Sage",2023-01-12,"December"
9.82822502109522,"Sage",2023-01-13,"December"
8.17918240842483,"Sage",2023-01-14,"December"
6.18664725967323,"Sage",2023-01-15,"December"
7.08831039522799,"Sage",2023-01-16,"December"
6.7496234185794,"Sage",2023-01-17,"December"
5.35491470297885,"Sage",2023-01-18,"December"
4.42235259944212,"Sage",2023-01-19,"December"
14.4237990889951,"Sage",2023-01-20,"December"
14.4252395602902,"Sage",2023-01-21,"December"
14.5294499844241,"Sage",2023-01-22,"December"
8.53951225710989,"Sage",2023-01-23,"December"
6.81441836343708,"Sage",2023-01-24,"December"
6.7158747163572,"Sage",2023-01-25,"December"
8.05710837665049,"Sage",2023-01-26,"December"
11.0670017624083,"Sage",2023-01-27,"December"
7.81365360702878,"Sage",2023-01-28,"December"
6.64668059963256,"Sage",2023-01-29,"December"
6.19796631712899,"Sage",2023-01-30,"December"
8.18138133585638,"Sage",2023-01-31,"December"
8.47263980835826,"Sage",2023-02-01,"December"
8.62426168074739,"Sage",2023-02-02,"December"
10.213833701719,"Sage",2023-02-03,"December"
10.2558830220383,"Sage",2023-02-04,"December"
11.393521132831,"Sage",2023-02-05,"December"
14.5051165683321,"Sage",2023-02-06,"December"
11.3455517293515,"Sage",2023-02-07,"December"
15.257500876649,"Sage",2023-02-08,"December"
8.91138201252362,"Sage",2023-02-09,"December"
8.32143312284703,"Sage",2023-02-10,"December"
8.57568153433533,"Sage",2023-02-11,"December"
9.81058887496241,"Sage",2023-02-12,"December"
8.7946656101718,"Sage",2023-02-13,"December"
9.84060803546839,"Sage",2023-02-14,"December"
8.44126436659861,"Sage",2023-02-15,"December"
8.87101437259385,"Sage",2023-02-16,"December"
6.64467078345936,"Sage",2023-02-17,"December"
6.28971682811526,"Sage",2023-02-18,"December"
7.78745383312771,"Sage",2023-02-19,"December"
7.43932488880224,"Sage",2023-02-20,"December"
9.72508786316197,"Sage",2023-02-21,"December"
9.86122051418612,"Sage",2023-02-22,"December"
9.78216167010249,"Sage",2023-02-23,"December"
10.5495842181885,"Sage",2023-02-24,"December"
5.54161331285924,"Sage",2023-02-25,"December"
2.25632188215744,"Sage",2023-02-26,"December"
3.83213107999381,"Sage",2023-02-27,"December"
4.70001422048361,"Sage",2023-02-28,"December"
3.85771819638459,"Sage",2023-03-01,"December"
4.39877904617112,"Sage",2023-03-02,"December"
5.28459277570148,"Sage",2023-03-03,"December"
8.1928034541228,"Sage",2023-03-04,"December"
7.98058537903005,"Sage",2023-03-05,"December"
6.59975805180805,"Sage",2023-03-06,"December"
7.43233454884363,"Sage",2023-03-07,"December"
7.69153524003469,"Sage",2023-03-08,"December"
8.86104813186606,"Sage",2023-03-09,"December"
8.50366812867557,"Sage",2023-03-10,"December"
8.45192716007275,"Sage",2023-03-11,"December"
12.0989119347227,"Sage",2023-03-12,"December"
8.46992201111576,"Sage",2023-03-13,"December"
8.83764612424524,"Sage",2023-03-14,"December"
9.13024872173431,"Sage",2023-03-15,"December"
8.01084883599077,"Sage",2023-03-16,"December"
6.69095383914547,"Sage",2023-03-17,"December"
6.13267264329606,"Sage",2023-03-18,"December"
6.39126025142313,"Sage",2023-03-19,"December"
6.36154226873131,"Sage",2023-03-20,"December"
5.55340214749751,"Sage",2023-03-21,"December"
6.77981084130772,"Sage",2023-03-22,"December"
7.51114608300602,"Sage",2023-03-23,"December"
7.01789952408197,"Sage",2023-03-24,"December"
7.6530906355248,"Sage",2023-03-25,"December"
9.29871831621159,"Sage",2023-03-26,"December"
4.89380316859359,"Sage",2023-03-27,"December"
6.75198091224129,"Sage",2023-03-28,"December"
9.14712954483164,"Sage",2023-03-29,"December"
8.43478363133496,"Sage",2023-03-30,"December"
9.91643187643071,"Sage",2023-03-31,"December"
7.35220484870873,"Sage",2023-04-01,"December"
9.7180859523989,"Sage",2023-04-02,"December"
8.67037616288343,"Sage",2023-04-03,"December"
10.3152345496092,"Sage",2023-04-04,"December"
7.34864054992277,"Sage",2023-04-05,"December"
7.76297392974315,"Sage",2023-04-06,"December"
6.29718691768956,"Sage",2023-04-07,"December"
3.91017742799383,"Sage",2023-04-08,"December"
5.94701801567226,"Sage",2023-04-09,"December"
7.03097803359114,"Sage",2023-04-10,"December"
7.36189538362434,"Sage",2023-04-11,"December"
7.81101405849868,"Sage",2023-04-12,"December"
8.69514746329314,"Sage",2023-04-13,"December"
5.828892364939,"Sage",2023-04-14,"December"
3.69130287765346,"Sage",2023-04-15,"December"
5.78827597816602,"Sage",2023-04-16,"December"
6.18877737010474,"Sage",2023-04-17,"December"
4.12525833406949,"Sage",2023-04-18,"December"
0.709719784793137,"Koda",2022-12-14,"December"
6.49615735599365,"Koda",2022-12-15,"December"
14.9081929390508,"Koda",2022-12-16,"December"
20.324561796129,"Koda",2022-12-17,"December"
22.1034043909735,"Koda",2022-12-18,"December"
22.1168426400139,"Koda",2022-12-19,"December"
17.0526419444694,"Koda",2022-12-20,"December"
12.2479602031848,"Koda",2022-12-21,"December"
13.7185117554527,"Koda",2022-12-22,"December"
9.33227931627719,"Koda",2022-12-23,"December"
16.7815051955282,"Koda",2022-12-24,"December"
13.0493833317806,"Koda",2022-12-25,"December"
20.3586563037303,"Koda",2022-12-26,"December"
10.0888211921407,"Koda",2022-12-27,"December"
11.4514316910786,"Koda",2022-12-28,"December"
9.96668242263823,"Koda",2022-12-29,"December"
16.0798847149774,"Koda",2022-12-30,"December"
13.0337522952936,"Koda",2022-12-31,"December"
12.2693122308181,"Koda",2023-01-01,"December"
14.433317640182,"Koda",2023-01-02,"December"
8.91984209256612,"Koda",2023-01-03,"December"
16.2826845631157,"Koda",2023-01-04,"December"
18.0879263660827,"Koda",2023-01-05,"December"
19.0235622368418,"Koda",2023-01-06,"December"
21.6440293625051,"Koda",2023-01-07,"December"
9.47655858132979,"Koda",2023-01-08,"December"
14.6317869973869,"Koda",2023-01-09,"December"
14.4467967642688,"Koda",2023-01-10,"December"
14.4788354328429,"Koda",2023-01-11,"December"
18.0736034630616,"Koda",2023-01-12,"December"
14.3261257482443,"Koda",2023-01-13,"December"
8.23353061207123,"Koda",2023-01-14,"December"
8.24972426715991,"Koda",2023-01-15,"December"
11.2444911673426,"Koda",2023-01-16,"December"
9.17961275015626,"Koda",2023-01-17,"December"
8.49315054658308,"Koda",2023-01-18,"December"
10.3195244544015,"Koda",2023-01-19,"December"
18.0930015984752,"Koda",2023-01-20,"December"
18.9037408173035,"Koda",2023-01-21,"December"
15.6608897427933,"Koda",2023-01-22,"December"
13.948700373489,"Koda",2023-01-23,"December"
7.7201416225449,"Koda",2023-01-24,"December"
15.0502299418481,"Koda",2023-01-25,"December"
17.9483666426191,"Koda",2023-01-26,"December"
19.1987422224424,"Koda",2023-01-27,"December"
10.6094030157718,"Koda",2023-01-28,"December"
8.2041123483271,"Koda",2023-01-29,"December"
15.351850661007,"Koda",2023-01-30,"December"
14.933140778257,"Koda",2023-01-31,"December"
14.0497503785434,"Koda",2023-02-01,"December"
9.67818140434044,"Koda",2023-02-02,"December"
19.1494782656083,"Koda",2023-02-03,"December"
18.698590184409,"Koda",2023-02-04,"December"
14.3535901940338,"Koda",2023-02-05,"December"
23.6604195791154,"Koda",2023-02-06,"December"
18.7665175873256,"Koda",2023-02-07,"December"
19.2533501080291,"Koda",2023-02-08,"December"
12.4533441636846,"Koda",2023-02-09,"December"
8.88057913280658,"Koda",2023-02-10,"December"
13.6198197685568,"Koda",2023-02-11,"December"
19.3834988204062,"Koda",2023-02-12,"December"
11.304917514212,"Koda",2023-02-13,"December"
16.8497919712748,"Koda",2023-02-14,"December"
8.42571007492232,"Koda",2023-02-15,"December"
9.38778347262938,"Koda",2023-02-16,"December"
10.985344318327,"Koda",2023-02-17,"December"
13.117560566077,"Koda",2023-02-18,"December"
14.2405785136103,"Koda",2023-02-19,"December"
11.1998581896236,"Koda",2023-02-20,"December"
14.3464884515128,"Koda",2023-02-21,"December"
13.3605303338957,"Koda",2023-02-22,"December"
11.1856359392262,"Koda",2023-02-23,"December"
8.75204812172598,"Koda",2023-02-24,"December"
9.21907350799953,"Koda",2023-02-25,"December"
11.9870069324685,"Koda",2023-02-26,"December"
8.14578216644311,"Koda",2023-02-27,"December"
8.83055554647077,"Koda",2023-02-28,"December"
7.7643340500736,"Koda",2023-03-01,"December"
9.21440479359042,"Koda",2023-03-02,"December"
11.9210762855304,"Koda",2023-03-03,"December"
10.6723486056188,"Koda",2023-03-04,"December"
12.8349934693029,"Koda",2023-03-05,"December"
16.8884201764625,"Koda",2023-03-06,"December"
15.3883259097139,"Koda",2023-03-07,"December"
15.7330786439198,"Koda",2023-03-08,"December"
18.0414753421417,"Koda",2023-03-09,"December"
10.1927421563646,"Koda",2023-03-10,"December"
13.2779619680439,"Koda",2023-03-11,"December"
14.1621455356763,"Koda",2023-03-12,"December"
13.5308721462745,"Koda",2023-03-13,"December"
13.4297392310436,"Koda",2023-03-14,"December"
9.98079737838055,"Koda",2023-03-15,"December"
11.5902477977225,"Koda",2023-03-16,"December"
11.7166898710705,"Koda",2023-03-17,"December"
11.4085618139307,"Koda",2023-03-18,"December"
10.3403997312894,"Koda",2023-03-19,"December"
11.6174066472274,"Koda",2023-03-20,"December"
10.2182433046989,"Koda",2023-03-21,"December"
10.7818302109735,"Koda",2023-03-22,"December"
8.93520119318494,"Koda",2023-03-23,"December"
12.7294448541168,"Koda",2023-03-24,"December"
10.7070016046695,"Koda",2023-03-25,"December"
15.1922374463448,"Koda",2023-03-26,"December"
10.8475069444172,"Koda",2023-03-27,"December"
8.61546884924728,"Koda",2023-03-28,"December"
12.0494945226956,"Koda",2023-03-29,"December"
10.9195504879975,"Koda",2023-03-30,"December"
12.2521321465215,"Koda",2023-03-31,"December"
11.5937661369214,"Koda",2023-04-01,"December"
14.9561054906848,"Koda",2023-04-02,"December"
18.4799222127495,"Koda",2023-04-03,"December"
12.2950816071568,"Koda",2023-04-04,"December"
9.32250292392689,"Koda",2023-04-05,"December"
10.4649257699283,"Koda",2023-04-06,"December"
11.9836572285844,"Koda",2023-04-07,"December"
10.4496531363412,"Koda",2023-04-08,"December"
11.3648436189034,"Koda",2023-04-09,"December"
7.88138038128468,"Koda",2023-04-10,"December"
9.41373645801065,"Koda",2023-04-11,"December"
13.7464714288405,"Koda",2023-04-12,"December"
8.74274776623541,"Koda",2023-04-13,"December"
10.9955822848411,"Koda",2023-04-14,"December"
8.86592153885251,"Koda",2023-04-15,"December"
9.83772247109921,"Koda",2023-04-16,"December"
12.2402680542601,"Koda",2023-04-17,"December"
4.91983240691854,"Koda",2023-04-18,"December"
0.742083221224805,"Iona",2022-12-14,"December"
2.60891901542444,"Iona",2022-12-15,"December"
9.50644379350086,"Iona",2022-12-16,"December"
10.2579845262783,"Iona",2022-12-17,"December"
7.86035623144149,"Iona",2022-12-18,"December"
6.46773131458811,"Iona",2022-12-19,"December"
4.53777609567365,"Iona",2022-12-20,"December"
4.8767117331756,"Iona",2022-12-21,"December"
3.77542952296455,"Iona",2022-12-22,"December"
3.65417963699734,"Iona",2022-12-23,"December"
5.23147146263904,"Iona",2022-12-24,"December"
5.9740035342717,"Iona",2022-12-25,"December"
5.10481328238914,"Iona",2022-12-26,"December"
5.96699692960584,"Iona",2022-12-27,"December"
2.76870140849244,"Iona",2022-12-28,"December"
3.03086370827062,"Iona",2022-12-29,"December"
3.59682834772824,"Iona",2022-12-30,"December"
4.23600532335263,"Iona",2022-12-31,"December"
3.68340366803261,"Iona",2023-01-01,"December"
3.19893825676633,"Iona",2023-01-02,"December"
2.79606508254956,"Iona",2023-01-03,"December"
3.77412148567247,"Iona",2023-01-04,"December"
6.35921774819425,"Iona",2023-01-05,"December"
7.5399532386626,"Iona",2023-01-06,"December"
7.30779925707104,"Iona",2023-01-07,"December"
5.58869596663711,"Iona",2023-01-08,"December"
5.30136624149969,"Iona",2023-01-09,"December"
5.43618758176172,"Iona",2023-01-10,"December"
4.57323202743102,"Iona",2023-01-11,"December"
3.78646567158625,"Iona",2023-01-12,"December"
4.73586566046733,"Iona",2023-01-13,"December"
5.07899356907423,"Iona",2023-01-14,"December"
5.36374299186923,"Iona",2023-01-15,"December"
5.06970583825353,"Iona",2023-01-16,"December"
3.4072865844322,"Iona",2023-01-17,"December"
2.77025717541528,"Iona",2023-01-18,"December"
2.19089107477061,"Iona",2023-01-19,"December"
4.36526163984794,"Iona",2023-01-20,"December"
5.43440111648331,"Iona",2023-01-21,"December"
4.608489441308,"Iona",2023-01-22,"December"
5.2617300017727,"Iona",2023-01-23,"December"
4.84885854630014,"Iona",2023-01-24,"December"
6.80264118050387,"Iona",2023-01-25,"December"
7.20463580212889,"Iona",2023-01-26,"December"
6.96971771639018,"Iona",2023-01-27,"December"
4.96621433976537,"Iona",2023-01-28,"December"
3.36535428162643,"Iona",2023-01-29,"December"
3.64975274559181,"Iona",2023-01-30,"December"
3.55108217121407,"Iona",2023-01-31,"December"
4.80818259422651,"Iona",2023-02-01,"December"
4.40566299167805,"Iona",2023-02-02,"December"
3.69142330887696,"Iona",2023-02-03,"December"
6.17570470027358,"Iona",2023-02-04,"December"
5.52041266362372,"Iona",2023-02-05,"December"
4.1871934951048,"Iona",2023-02-06,"December"
5.16741145392253,"Iona",2023-02-07,"December"
5.6364151009702,"Iona",2023-02-08,"December"
4.71442180267462,"Iona",2023-02-09,"December"
4.29817688368539,"Iona",2023-02-10,"December"
4.529079270571,"Iona",2023-02-11,"December"
5.38875389413149,"Iona",2023-02-12,"December"
4.70320530860584,"Iona",2023-02-13,"December"
4.38175734524117,"Iona",2023-02-14,"December"
4.24947656324461,"Iona",2023-02-15,"December"
3.20363865085234,"Iona",2023-02-16,"December"
5.92503492316167,"Iona",2023-02-17,"December"
4.01683438267709,"Iona",2023-02-18,"December"
5.06916558710089,"Iona",2023-02-19,"December"
4.46169571374151,"Iona",2023-02-20,"December"
4.17847936571101,"Iona",2023-02-21,"December"
4.28984174019472,"Iona",2023-02-22,"December"
3.71221119441969,"Iona",2023-02-23,"December"
4.04603843373308,"Iona",2023-02-24,"December"
2.44824543705405,"Iona",2023-02-25,"December"
1.94740356043263,"Iona",2023-02-26,"December"
4.14966559526925,"Iona",2023-02-27,"December"
3.16687951499058,"Iona",2023-02-28,"December"
2.45645950957909,"Iona",2023-03-01,"December"
4.49752638707513,"Iona",2023-03-02,"December"
5.77598254640364,"Iona",2023-03-03,"December"
5.25082873337493,"Iona",2023-03-04,"December"
6.92302624603853,"Iona",2023-03-05,"December"
8.17909420192762,"Iona",2023-03-06,"December"
9.7964496295781,"Iona",2023-03-07,"December"
6.50505627743508,"Iona",2023-03-08,"December"
5.64884041595328,"Iona",2023-03-09,"December"
5.90749935942167,"Iona",2023-03-10,"December"
6.20178600665847,"Iona",2023-03-11,"December"
5.07211450488622,"Iona",2023-03-12,"December"
4.65167241843591,"Iona",2023-03-13,"December"
5.27437390582012,"Iona",2023-03-14,"December"
3.64872729564873,"Iona",2023-03-15,"December"
4.23335126681507,"Iona",2023-03-16,"December"
3.1810889951993,"Iona",2023-03-17,"December"
3.04762096637318,"Iona",2023-03-18,"December"
1.83700363588151,"Iona",2023-03-19,"December"
2.46045840130288,"Iona",2023-03-20,"December"
1.70719113224632,"Iona",2023-03-21,"December"
3.38759167842211,"Iona",2023-03-22,"December"
4.98724196198526,"Iona",2023-03-23,"December"
7.21373484084722,"Iona",2023-03-24,"December"
6.97800729282287,"Iona",2023-03-25,"December"
5.27585657411684,"Iona",2023-03-26,"December"
4.32976754901246,"Iona",2023-03-27,"December"
4.15755123874222,"Iona",2023-03-28,"December"
4.78140170010733,"Iona",2023-03-29,"December"
4.91601812791124,"Iona",2023-03-30,"December"
5.11605067529832,"Iona",2023-03-31,"December"
6.26099478524471,"Iona",2023-04-01,"December"
5.98941660047346,"Iona",2023-04-02,"December"
6.4972242463673,"Iona",2023-04-03,"December"
6.51449134512877,"Iona",2023-04-04,"December"
6.78081261777267,"Iona",2023-04-05,"December"
6.35629579547594,"Iona",2023-04-06,"December"
6.79676086931085,"Iona",2023-04-07,"December"
3.9326573151653,"Iona",2023-04-08,"December"
5.34812231342432,"Iona",2023-04-09,"December"
5.94572814789708,"Iona",2023-04-10,"December"
5.36227302420925,"Iona",2023-04-11,"December"
4.79640610309149,"Iona",2023-04-12,"December"
4.65993896260785,"Iona",2023-04-13,"December"
4.94468705477805,"Iona",2023-04-14,"December"
3.038647047908,"Iona",2023-04-15,"December"
2.45143219323738,"Iona",2023-04-16,"December"
4.29759675601553,"Iona",2023-04-17,"December"
0.784497876858372,"Iona",2023-04-18,"December"
0.5231827376527,"Prem",2023-01-13,"January"
2.63745227537735,"Prem",2023-01-14,"January"
2.48631239548327,"Prem",2023-01-15,"January"
8.58922017687964,"Prem",2023-01-16,"January"
4.1747519800999,"Prem",2023-01-17,"January"
1.25833049088935,"Prem",2023-01-18,"January"
5.35967688435463,"Prem",2023-01-19,"January"
12.290598638809,"Prem",2023-01-20,"January"
14.092487261045,"Prem",2023-01-21,"January"
13.3455673736444,"Prem",2023-01-22,"January"
10.2635987097092,"Prem",2023-01-23,"January"
6.95250341587064,"Prem",2023-01-24,"January"
12.6417079244469,"Prem",2023-01-25,"January"
14.0847379851717,"Prem",2023-01-26,"January"
16.2685845697914,"Prem",2023-01-27,"January"
8.23592093452496,"Prem",2023-01-28,"January"
7.80622729455478,"Prem",2023-01-29,"January"
7.46347429851181,"Prem",2023-01-30,"January"
11.9109893308512,"Prem",2023-01-31,"January"
9.74808043749147,"Prem",2023-02-01,"January"
11.0627327797156,"Prem",2023-02-02,"January"
17.0362074798763,"Prem",2023-02-03,"January"
16.5905614174144,"Prem",2023-02-04,"January"
11.5578377590037,"Prem",2023-02-05,"January"
13.0045189623436,"Prem",2023-02-06,"January"
11.199731779468,"Prem",2023-02-07,"January"
12.3740553916779,"Prem",2023-02-08,"January"
8.77504829653937,"Prem",2023-02-09,"January"
8.26831334463597,"Prem",2023-02-10,"January"
7.77120688777946,"Prem",2023-02-11,"January"
8.73521654466053,"Prem",2023-02-12,"January"
